Date,Milk_Supply_Liters,Downtime_Hours,Milk_500ml_Demand,Milk_500ml_Inventory,Milk_1L_Demand,Milk_1L_Inventory,Butter_Demand,Butter_Inventory,Cheese_Demand,Cheese_Inventory,Yogurt_Demand,Yogurt_Inventory
2041-11-03,8620,1.36,2116,2607,2743,3296,3053,3163,3537,4169,3890,4472
2041-11-04,10389,0.36,2037,2682,2197,2512,3394,3849,3375,3790,4147,4362
2041-11-05,8756,0.02,1870,2407,2946,3664,3071,3971,3893,4245,3969,4279
2041-11-06,8973,0.67,2132,2936,1881,2354,2755,3434,4135,4579,4299,4973
2041-11-07,9671,4.91,2200,2825,2679,3226,2909,3156,3638,3870,3733,4008
2041-11-08,8737,1.76,2220,2431,2744,3522,3332,3999,3353,3656,3909,4312
2041-11-09,9429,2.93,1912,2722,2707,3001,3023,3612,3652,4319,4385,5062
2041-11-10,8567,0.23,1813,2543,2828,3324,2585,3306,3157,3593,4015,4187
2041-11-11,7800,0.11,2588,2832,2436,2896,3130,3989,3085,3764,3579,4206
2041-11-12,11221,0.02,2041,2822,2875,3017,2806,3266,3474,3901,4503,5326
2041-11-13,8444,4.67,1922,2491,2292,2847,2655,3386,3878,4541,4080,4337
2041-11-14,9785,0.54,1556,1756,2317,3259,3025,3494,3922,4632,4200,4760
2041-11-15,10903,0.92,1720,2342,3120,3761,2747,2979,3618,4061,3766,4355
2041-11-16,9262,0.75,1807,2263,2553,3040,3243,3607,3710,4571,3838,4467
2041-11-17,9009,1.97,2131,2512,2785,2988,3027,3615,3569,4203,3917,4413
2041-11-18,10271,0.56,1893,2196,2648,3196,3403,3842,3470,4009,3752,4328
2041-11-19,11341,1.15,2004,2535,2716,2878,3104,3600,3139,3645,3879,4195
2041-11-20,8596,8.13,1570,2254,1898,2567,2850,3099,3857,4359,3696,4398
2041-11-21,9819,0.88,2421,3105,2612,2982,2846,3696,3373,3905,3438,3762
2041-11-22,7921,1.2,1778,2280,2504,2989,2891,3477,3747,4135,3589,4015
2041-11-23,9528,1.05,2070,2567,2791,3333,3148,3664,3489,3391,3738,4399
2041-11-24,10041,2.44,1840,2455,2261,2666,2567,3237,3213,3887,3865,4099
2041-11-25,8974,0.47,1904,2622,2857,3498,3081,3834,3251,3822,3858,4322
2041-11-26,9451,0.28,1761,2162,2138,2860,2724,3229,3326,3927,4091,4558
2041-11-27,8310,2.1,2088,2352,2364,2686,3672,4270,3533,4025,4438,5129
2041-11-28,10092,0.81,1705,2102,2026,2808,3165,3386,3854,4017,3890,4177
2041-11-29,11266,3.68,2094,2178,2175,2968,3195,3770,3712,4105,3801,4567
2041-11-30,8683,1.55,1964,2277,2502,3315,3021,3973,3261,4019,4366,4767
2041-12-01,9252,1.25,2189,2863,2910,3198,2521,3127,3105,3366,4003,4456
2041-12-02,10603,0.11,2218,2656,2510,2885,3005,3489,3701,4633,3980,4341
2041-12-03,11454,1.97,1904,2558,2114,2637,3117,3660,4080,4226,4259,4898
2041-12-04,8208,1.74,2109,2840,1866,2243,2828,3524,3787,4432,3740,4089
2041-12-05,9797,1.53,1865,2459,2702,3492,2976,3511,4110,4638,3834,4240
2041-12-06,10339,0.47,2394,3240,2302,2526,3189,3616,3350,3872,3971,4486
2041-12-07,9877,4.4,1892,2679,2342,2927,3033,3474,3499,4005,4478,4654
2041-12-08,7027,0.58,1939,2690,2822,3486,3081,3966,3898,4349,3411,4034
2041-12-09,10601,0.25,1859,2500,2459,3087,3157,3650,3009,3688,4038,4541
2041-12-10,11823,6.54,1780,2555,2410,2923,3370,3785,3614,3916,3755,4232
2041-12-11,10139,2.06,2610,3106,2548,3285,2749,3354,3594,4186,3517,4321
2041-12-12,8762,0.8,2145,2963,2944,3699,3581,4074,3919,4306,3797,4183
2041-12-13,9384,4.12,2020,2635,2576,3020,3581,4189,3209,3781,3998,4240
2041-12-14,12123,0.14,1857,2260,1852,2181,2833,3522,3432,3835,4009,4330
2041-12-15,11091,0.14,2333,2803,2254,2583,3201,3845,3295,3907,3811,4670
2041-12-16,10768,1.72,1836,2158,2414,2694,3546,3592,3467,3737,4168,4504
2041-12-17,10427,0.29,2036,2516,2759,3104,3432,3971,3131,3574,3475,3743
2041-12-18,9206,3.74,2660,3035,2127,2870,2484,3254,3658,4136,3845,4422
2041-12-19,9759,2.75,1712,2221,2544,2716,2953,3297,3550,4564,4242,4829
2041-12-20,9906,0.55,2161,2906,2475,3164,2849,3618,3417,4006,4181,5144
2041-12-21,10659,3.3,2086,2430,2804,3104,3256,3976,3584,4062,4644,5227
2041-12-22,11810,0.07,2158,2735,2200,3017,3283,3624,3631,4224,4224,4339
2041-12-23,11342,1.19,1914,2246,2550,3218,2645,3120,3945,4322,3593,3903
2041-12-24,8296,4.11,1822,2342,2959,3616,2787,3092,3471,4212,4299,4509
2041-12-25,10268,2.9,2067,2282,2769,3256,2527,3197,3899,4490,3861,4327
2041-12-26,10884,0.66,1863,2037,2679,3452,2973,3808,3256,3911,4456,5083
2041-12-27,10742,0.3,1300,1979,2406,2657,2913,3462,3313,3858,4378,5134
2041-12-28,9244,0.35,1752,2062,2545,3201,3139,3790,3980,4596,3565,4178
2041-12-29,13496,1.08,1904,2566,2466,2978,3541,3772,3865,4439,4082,4861
2041-12-30,8467,1.36,1676,2474,2756,3316,3080,3559,2991,3430,3923,4529
2041-12-31,8700,0.05,2045,2301,2657,3154,2910,3106,2843,3707,3905,4092
2042-01-01,10280,0.8,1772,2392,2311,2963,3241,3745,3952,4403,4530,4818
2042-01-02,12540,2.66,1986,2289,3023,3430,2894,3643,3461,4078,4036,4442
2042-01-03,8996,0.88,2650,3404,2861,3636,2946,3653,3311,3729,4282,4726
2042-01-04,9681,0.28,2368,3025,2240,2552,3052,3805,3577,3992,4194,4729
2042-01-05,11292,4.65,2177,2728,2396,2952,2642,3077,3324,3596,3936,4587
2042-01-06,9978,0.46,2542,3405,2452,3042,2907,3430,3501,4109,4067,4454
2042-01-07,9598,2.4,1978,2661,2744,3269,2760,3389,3412,3650,3514,4062
2042-01-08,10678,0.32,1981,2487,2257,2563,3242,3489,3387,3804,3860,4363
2042-01-09,10327,0.83,1683,2337,2299,2645,2691,3541,2922,3218,3968,4633
2042-01-10,11236,1.01,2383,2980,2763,3206,2718,3005,3190,4019,3960,4449
2042-01-11,11549,1.04,2587,3022,2667,2954,2786,3097,3832,4415,3947,4183
2042-01-12,10368,1.09,2272,2908,1915,2730,2765,3213,3730,4515,3803,4388
2042-01-13,10350,0.38,2427,3186,2697,3187,3502,4112,3563,4133,3933,4613
2042-01-14,10256,1.09,1178,1591,2057,2701,3325,3834,3740,4224,3555,4245
2042-01-15,10586,0.99,2701,3468,2309,2913,3146,3656,3522,4301,4581,5442
2042-01-16,10066,0.35,1968,2511,2390,3263,2878,3530,2987,3610,3607,3879
2042-01-17,9999,6.66,2706,2742,2359,2507,2980,3506,3166,3759,3891,4394
2042-01-18,11435,3.01,2519,2838,2305,2866,3473,4053,3646,3961,4181,4541
2042-01-19,11819,3.28,2231,2824,2188,2625,2907,3353,2977,3622,4388,4571
2042-01-20,8190,1.74,1897,2508,2653,3225,2677,3361,3258,3684,4396,4504
2042-01-21,10012,0.26,2047,2684,2016,2625,3245,3533,3286,3492,4055,4690
2042-01-22,9173,1.26,1426,1880,2340,2875,2929,3543,3576,4338,3718,4295
2042-01-23,9626,2.58,2279,3242,2737,3427,2947,3375,3439,3718,4412,4750
2042-01-24,10483,0.06,1233,1962,2619,3416,2932,3443,3555,3953,3960,4334
2042-01-25,10803,1.03,1910,2567,2084,2499,2953,3484,3643,4108,3587,4014
2042-01-26,9865,0.76,2462,2953,1921,2023,3149,3823,3607,3734,3990,4650
2042-01-27,7703,0.36,2216,2371,2173,2718,2908,3391,3758,4221,3901,4271
2042-01-28,8841,0.71,1541,2406,1846,2672,3092,3241,3549,4281,3758,4070
2042-01-29,11075,6.16,1597,2003,2527,3117,3313,3612,3202,3744,4055,4619
2042-01-30,6711,1.93,1820,2375,2362,2990,3443,3923,3125,3706,3367,3968
2042-01-31,11424,0.53,2023,2756,2385,2837,2729,3396,3620,3630,3544,3568
2042-02-01,10625,1.39,2262,2818,2653,2849,3306,3846,3467,3845,4020,4478
2042-02-02,11579,0.42,2181,2862,2762,3064,3339,4175,3495,3656,3812,4333
2042-02-03,9761,1.42,1682,1939,2571,2836,3378,3724,3301,3315,3957,4446
2042-02-04,7526,3.4,2185,2573,2433,2919,3014,3451,3478,4032,4492,5238
2042-02-05,10516,1.22,2217,2835,2289,2940,2928,3588,3043,3554,4027,4280
2042-02-06,11529,1.98,2146,2654,2394,2946,2536,2900,3078,3529,3537,3914
2042-02-07,11109,0.91,2743,3278,2562,2757,3029,3485,4378,4563,4249,4752
2042-02-08,9204,1.11,2217,2486,2777,3270,3534,4203,2852,3294,3938,4546
2042-02-09,10104,1.78,2290,3019,2083,2936,3094,3430,3186,3533,4430,4616
2042-02-10,9360,2.51,2562,3132,2161,2838,2935,3675,3147,3643,4049,4818
2042-02-11,9016,1.62,2255,2878,2498,2720,3174,3695,3146,3673,4202,4648
2042-02-12,11146,5.69,1834,2260,1866,2492,2644,3298,3359,3769,4234,4694
2042-02-13,8562,2.57,2372,3061,2585,3427,2918,3321,3104,3751,3898,4374
2042-02-14,8927,2.25,1879,2172,2816,3214,3244,3591,3708,4226,3565,4036
2042-02-15,8675,2.8,1705,2280,3207,3444,3167,3466,3523,4234,4464,5185
2042-02-16,8211,0.5,1730,2097,2524,3087,2849,3703,3634,3756,4219,4831
2042-02-17,10175,0.85,2369,2612,2757,3290,3535,4033,3573,3958,4130,4335
2042-02-18,11393,1.25,2186,2500,2506,2850,2562,2869,3288,4058,3790,4483
2042-02-19,9778,0.93,2318,2871,2985,3532,3093,3722,3262,3636,3675,4278
2042-02-20,8193,2.82,2187,2874,2373,2752,3254,3415,3894,4451,3914,4487
2042-02-21,11007,0.04,2056,2291,2598,3298,3370,3981,3533,4247,4353,5042
2042-02-22,12022,0.35,2095,3225,2681,3181,3036,3893,3536,4163,4265,4583
2042-02-23,9224,3.2,2177,2657,2616,2771,3229,3666,3529,4104,3452,4207
2042-02-24,9425,0.09,1819,2301,2268,2504,3001,3763,3526,4210,4238,4846
2042-02-25,10618,0.39,1612,1996,2087,2578,3500,4016,3064,3414,3626,4141
2042-02-26,11946,0.65,1854,2199,2806,3174,3096,3566,3612,3744,3973,4277
2042-02-27,9376,2.08,2163,2507,2575,2907,3347,3629,4268,4781,3917,4558
2042-02-28,8401,1.23,1805,2606,2522,3001,2653,3284,3520,3930,4864,5218
2042-03-01,10757,4.64,2638,3194,2767,3143,2965,3507,4019,4513,3511,3977
2042-03-02,10958,0.39,2132,2448,2753,2989,3161,3707,3543,3883,3706,3972
2042-03-03,10007,3.08,2035,2675,2607,2910,3159,3599,3590,4491,3356,3519
2042-03-04,9330,0.5,1818,2477,2690,3139,2829,3498,3596,3747,4154,4797
2042-03-05,11193,0.42,2274,3068,2342,2952,2441,3009,2918,3325,4534,5193
2042-03-06,10633,1.03,1636,1758,2660,2922,2471,3317,3046,3244,4322,5047
2042-03-07,9077,0.11,2094,2770,2029,2177,2715,3592,3446,4375,3473,4177
2042-03-08,10058,0.73,1869,2679,2505,3252,3836,4015,4019,4409,4050,4335
2042-03-09,8377,0.66,2036,2423,2724,2971,2089,2920,3361,4193,4309,4993
2042-03-10,10823,0.26,2145,3183,2284,2662,2949,3455,3656,4454,3903,4701
2042-03-11,9685,2.96,1656,2248,2542,3300,2911,3434,3219,3679,3641,3808
2042-03-12,9477,0.73,1498,1815,2590,3396,3012,3240,3784,4486,4274,4441
2042-03-13,9960,6.02,1720,2205,2232,2752,2975,3412,3058,3708,4099,4268
2042-03-14,10048,3.45,2263,2817,2838,3280,2705,3373,3824,4476,4419,4691
2042-03-15,11073,0.33,2111,2777,2596,2955,3305,3655,3488,3943,4240,4414
2042-03-16,10709,1.06,1879,1985,1997,2654,2510,2650,3443,3983,4985,5390
2042-03-17,9812,1.38,2590,3230,2527,3283,3560,3886,3707,4521,4294,5081
2042-03-18,10916,2.56,2385,3020,2936,3112,3135,3708,3904,4349,3923,4534
2042-03-19,10480,3.25,2313,2657,2498,2684,2726,3396,3031,3548,3571,4167
2042-03-20,9488,1.47,1782,2509,2304,2805,2792,3428,3706,4123,3797,4495
2042-03-21,9850,0.05,2309,2728,2336,2925,3343,3757,3003,3269,3982,4131
2042-03-22,9822,0.98,2102,2515,2451,3271,2597,2937,3299,3886,4118,4339
2042-03-23,10606,3.24,1783,2489,2136,2806,3014,3347,2744,2809,4325,5056
2042-03-24,9559,1.88,1968,2374,2920,3085,2990,3536,3419,4157,3483,3842
2042-03-25,9531,3.06,1688,2292,2777,3023,2982,3552,3560,3802,4457,5052
2042-03-26,12362,1.68,1785,2287,2823,3210,3163,3504,3787,4160,3845,4241
2042-03-27,11127,0.07,1656,2308,2048,2281,3193,3797,3595,4115,3735,3960
2042-03-28,9087,5.16,2286,2786,2538,2760,3123,3862,3516,3938,4554,5097
2042-03-29,10685,3.75,1978,2328,2823,3172,3336,4071,3778,4364,3569,4379
2042-03-30,10142,0.2,1717,1965,2215,2913,3077,3600,3903,4513,3626,4415
2042-03-31,10469,0.18,2155,2654,2478,2997,2849,3367,3814,4046,3736,4384
2042-04-01,10164,1.16,2000,2532,2170,2742,2660,3168,4125,4617,3928,4498
2042-04-02,11427,2.12,2315,2998,2750,2952,3018,3854,3339,3674,4394,4749
2042-04-03,10414,0.72,2040,2686,2435,3088,3116,3626,3883,4572,4352,4708
2042-04-04,9925,0.22,1568,2076,2472,3056,2469,2559,3059,3927,4371,4808
2042-04-05,11250,1.07,1850,2247,2161,2732,3133,3801,3126,3686,3985,4696
2042-04-06,10279,0.62,1652,1941,2964,3399,2738,2811,3495,3581,3964,4400
2042-04-07,10145,0.65,2168,2580,2515,2913,2729,3369,3356,3880,4075,4433
2042-04-08,10376,1.55,2325,2956,2737,3191,3045,3629,3711,3939,4131,4664
2042-04-09,9887,3.25,1536,2278,2615,3002,2370,2972,3637,4118,4053,4387
2042-04-10,10011,1.23,1962,2054,2227,2836,3434,3965,3972,4663,4236,4718
2042-04-11,9295,1.75,2345,2737,2007,2437,3273,3984,3662,3889,4147,4585
2042-04-12,9098,1.62,1532,1798,2442,2770,2643,3432,3641,4242,4055,4558
2042-04-13,8801,1.2,1869,2542,2831,3173,2943,3009,3159,3805,3828,4511
2042-04-14,8329,0.56,1999,2537,1909,2515,3045,3636,3423,3750,4285,4899
2042-04-15,8944,0.71,2320,2771,3084,3140,2775,3193,3778,3649,3838,4062
2042-04-16,9790,0.57,2163,2324,2750,3232,2850,3446,4381,5052,4036,4619
2042-04-17,10123,3.74,2224,2715,2557,2767,2963,3427,3247,3651,3733,4428
2042-04-18,9674,2.63,2180,2379,2465,2950,2996,3249,3853,4346,3758,4464
2042-04-19,7173,1.3,1888,2514,2757,3191,2960,3522,3504,4139,3505,3603
2042-04-20,11889,3.65,2493,2955,2133,2587,3016,3508,3535,4187,3776,4454
2042-04-21,11303,3.26,1798,2393,2632,3303,3112,3320,3254,3498,3951,4376
2042-04-22,10534,3.94,1166,2154,2592,2803,2899,3512,3356,3863,3893,4153
2042-04-23,12288,0.38,1459,1799,3038,3581,3129,3806,3472,3809,4302,4881
2042-04-24,8827,1.9,1964,2443,2390,2912,3350,4113,3765,4358,3844,4463
2042-04-25,12265,1.41,1900,2129,2513,3064,3135,3526,3952,4635,4080,4388
2042-04-26,8841,1.99,1839,2355,2480,3308,3522,3983,3355,3930,4068,4881
2042-04-27,10286,0.46,2045,2307,2344,2463,2579,3056,3334,3926,3935,4260
2042-04-28,8471,1.78,2360,2619,2943,3523,2825,3374,3725,4075,3920,4313
2042-04-29,10017,0.79,2136,2626,2207,3066,3109,3667,3425,3842,4108,4759
2042-04-30,10463,2.69,2194,2735,2044,2491,3072,3716,3821,4634,3668,4153
2042-05-01,9814,2.38,1676,1761,2573,3014,2884,3155,3691,4227,4251,4777
2042-05-02,10856,0.36,1844,2112,2282,3093,3183,3751,3322,3925,3817,4056
2042-05-03,10118,0.3,2210,2400,2576,3284,3062,3565,3777,4368,4132,4543
2042-05-04,9373,1.9,2032,2548,2690,3394,3352,4178,3649,4202,3990,4198
2042-05-05,9319,1.2,2143,2485,2543,3012,2682,2920,3432,3820,4422,4918
2042-05-06,10973,1.22,2184,2894,2507,3172,3016,3329,3639,4073,4081,4787
2042-05-07,9215,2.09,2049,2585,1881,2239,2866,3627,3202,3750,4498,5392
2042-05-08,11098,2.9,2474,3166,2667,2923,3257,3602,3378,3550,4073,4452
2042-05-09,11467,0.41,1840,2413,2558,2793,3163,3875,3736,4268,4140,4660
2042-05-10,7997,1.22,1754,2653,3062,3493,2855,3326,3418,3779,3715,4217
2042-05-11,11359,2.65,1470,1897,2841,3405,3300,3441,3635,4270,4180,4790
2042-05-12,12472,3.09,2224,2439,2055,2524,2993,3742,3063,3779,4241,4879
2042-05-13,10302,0.51,1828,2076,2818,3110,2627,2939,3481,4374,3671,3924
2042-05-14,10718,0.16,2379,3046,2110,2826,2923,3511,3573,4610,3626,4551
2042-05-15,11244,0.4,2074,2560,2750,3025,3695,4150,3313,3993,4581,4857
2042-05-16,9669,4.36,1898,2417,2936,3233,2943,3198,3533,3903,4051,4348
2042-05-17,10218,0.93,1683,2347,3060,3429,3071,3553,3567,4133,4108,4687
2042-05-18,8422,0.81,2253,2971,2381,2864,3086,3822,3192,3266,4381,4790
2042-05-19,10166,0.02,1983,2174,2711,3185,2987,3509,2649,3314,3986,4561
2042-05-20,10597,0.08,2080,2283,2802,3151,3459,3920,3227,3465,3760,4263
2042-05-21,10619,1.66,2181,2633,2641,3118,3219,3694,2868,3582,3861,4966
2042-05-22,11278,1.34,2079,2487,1998,2381,3195,3741,3717,4423,4271,4989
2042-05-23,9070,1.29,1745,2158,2546,2985,2919,3590,3839,4087,3563,4373
2042-05-24,9360,0.18,2156,2733,2670,3384,3208,3598,3148,3673,4003,4582
2042-05-25,12274,0.65,2246,2548,2499,2858,2907,3668,3181,3294,3854,4574
2042-05-26,9819,2.51,2108,2685,2242,2502,3128,3548,3387,3601,4157,4818
2042-05-27,10240,0.29,2189,2755,2439,2812,3619,4482,3299,3848,4228,4835
2042-05-28,9919,3.21,2217,2302,2770,3283,3468,3776,3274,4108,4397,5057
2042-05-29,9013,0.19,1881,2222,2618,3568,2965,3663,2983,3222,4041,4350
2042-05-30,11948,0.28,1869,2018,2639,2856,3067,3617,3483,4329,4201,4737
2042-05-31,9366,0.97,2668,2994,2425,3028,2670,3040,3223,3849,3656,4236
2042-06-01,8647,4.36,2397,2994,2627,3337,2927,3217,3027,3522,3771,3978
2042-06-02,9459,0.6,1985,2281,1868,2596,2332,2813,3353,3519,4392,5208
2042-06-03,7597,1.61,2204,2736,2486,2900,3274,3545,3539,3769,3684,4108
2042-06-04,9218,1.33,1718,2164,2385,2829,2775,3215,3432,3969,4689,5173
2042-06-05,8838,0.24,1820,2077,2508,2918,2971,3470,3650,3957,3859,4492
2042-06-06,10740,0.43,1625,2106,2148,2822,2863,3667,4081,4391,4011,4578
2042-06-07,9191,3.99,2085,2474,2611,3136,3309,3731,3484,3880,4144,4793
2042-06-08,11065,0.31,2089,2612,3076,3794,3410,3896,3920,4080,3713,4456
2042-06-09,11678,1.78,2325,2554,2524,2980,3423,3768,3074,3493,4137,4896
2042-06-10,10937,5.02,1936,2417,2513,2900,2616,3151,2503,2794,4302,4419
2042-06-11,9741,0.19,2319,2865,3252,3444,3196,3726,3245,3907,3828,4323
2042-06-12,10169,0.76,2195,3109,2215,3142,2738,3247,3377,3929,3776,4175
2042-06-13,8170,0.38,2737,3039,2648,2870,3044,3390,3139,3473,4342,4827
2042-06-14,9839,0.38,2500,2938,2974,3182,3289,3858,3684,4410,3709,3973
2042-06-15,8967,0.19,2447,3429,2382,2448,2921,3334,3313,3963,3793,4287
2042-06-16,10833,1.57,2250,2810,2755,3317,3066,3561,3447,3880,4297,5215
2042-06-17,13087,2.06,1731,1957,2550,2930,2814,3464,3488,3616,4221,4762
2042-06-18,10599,1.69,2087,2142,2177,3038,3327,3720,3864,4317,4345,5016
2042-06-19,7610,3.88,2674,3238,2450,2762,2934,3265,3315,3937,3693,4315
2042-06-20,9566,0.24,2152,2540,2490,2971,2839,3066,3351,4018,3701,4149
2042-06-21,10146,0.58,1753,2117,2309,2558,3102,3398,3868,4262,4104,4144
2042-06-22,10104,0.63,2100,2705,2018,2675,3276,4012,3940,4456,4159,4906
2042-06-23,9123,0.4,1703,2049,2376,2476,2581,3099,3939,4627,4057,4173
2042-06-24,10294,0.23,1743,2249,2051,2399,3137,3808,3924,4357,4324,4808
2042-06-25,8508,1.0,2123,2821,2662,2818,2850,3159,2799,3139,4000,4339
2042-06-26,8866,2.7,2221,2765,2664,3161,3200,3314,3205,3833,4037,4355
2042-06-27,10774,4.64,1760,2523,2117,2358,2844,3402,4115,4694,4378,4721
2042-06-28,8781,0.21,1832,2138,2524,2933,2740,3345,3669,4112,3750,3984
2042-06-29,10645,2.6,1572,1982,2096,2519,2786,3200,4028,4666,4092,4743
2042-06-30,8356,2.61,1961,2551,2391,2827,3049,3461,3769,4073,4109,4402
2042-07-01,12117,0.74,1416,1790,2299,2549,3160,3651,3656,4141,3810,4300
2042-07-02,9070,0.17,1910,2492,2644,3049,2812,3565,3666,4003,4003,4594
2042-07-03,9731,6.91,2023,2601,2014,2192,3016,3655,3454,4082,3992,4468
2042-07-04,10396,1.6,1473,2246,2794,3162,2806,3310,3511,4001,3813,4054
2042-07-05,9321,6.04,1697,2438,2868,3252,2887,3322,3162,3314,3609,3982
2042-07-06,10172,0.99,1981,2678,2456,2945,2851,3018,3334,4122,3747,4389
2042-07-07,10690,0.75,1941,2277,2096,2512,2787,3091,3369,4013,4002,4572
2042-07-08,11152,0.43,1954,2732,1871,2300,2634,3363,3612,4225,3860,4633
2042-07-09,10949,6.16,2086,2482,2828,3426,2977,3540,3717,4286,3584,4134
2042-07-10,9793,0.44,1498,2079,3095,3541,3339,3636,3783,4555,4502,4969
2042-07-11,9824,0.04,2212,3243,2513,2766,3025,3559,4071,4642,4020,4916
2042-07-12,12818,1.08,1904,2603,2151,2598,2910,3317,3783,4015,3980,4951
2042-07-13,11139,0.71,1821,2360,2171,2817,3241,4022,3737,4257,3558,4239
2042-07-14,8893,0.45,1440,1486,2854,3533,2852,3030,3101,3547,4299,4760
2042-07-15,10119,1.51,1919,2790,2550,3000,3057,3552,3016,3408,4467,4926
2042-07-16,9597,0.68,2153,2921,2209,3146,2533,3307,3608,4366,4099,5013
2042-07-17,9837,0.77,2042,2438,3189,3519,2998,3253,3409,4304,3896,4344
2042-07-18,8524,0.03,2051,2591,2813,3311,2900,3094,3543,4171,3986,4732
2042-07-19,9505,1.33,1898,2288,2664,2833,2441,2685,3171,3543,3897,4506
2042-07-20,12173,0.2,1981,2507,2332,2587,2865,3471,3502,4315,3824,4370
2042-07-21,10694,0.36,1667,2285,2871,3716,2295,3011,3351,3463,3910,4163
2042-07-22,7010,1.89,1998,2692,2764,3308,2822,3253,3638,4090,4157,4731
2042-07-23,11460,0.56,1852,2278,2468,3136,3148,3594,3680,4243,4111,4625
2042-07-24,11307,0.27,1662,2403,2826,3307,2727,3218,3596,3814,4730,5356
2042-07-25,9568,1.29,2226,2469,2813,3339,2786,3243,3162,3495,4374,4921
2042-07-26,10860,0.36,1527,1980,2582,3420,2543,2946,3458,3844,3399,3952
2042-07-27,8968,0.47,2157,2581,2155,2863,3086,3553,4007,4663,4242,4723
2042-07-28,9435,1.46,2176,2452,2193,2193,2867,3453,3347,3865,4823,5395
2042-07-29,11798,2.02,1841,2436,2024,2889,2987,3197,3297,3792,4323,4537
2042-07-30,9673,2.02,2309,2673,2897,3397,3344,3791,3732,4140,3788,4132
2042-07-31,7756,0.99,1835,2272,2061,2633,2700,3163,3332,3922,4269,4635
2042-08-01,9924,0.91,1816,2192,2510,3240,3379,4041,3230,3952,3913,4488
2042-08-02,9905,2.32,1639,2116,2022,2112,2923,3675,3293,3753,3676,4189
2042-08-03,11438,0.32,1997,2385,3005,3532,3315,3925,3790,4455,4042,4540
2042-08-04,10017,0.25,1712,1978,2151,2838,2966,3676,3442,4127,4410,4546
2042-08-05,9494,1.64,1762,2534,2596,3005,2509,2799,3743,4166,4363,4797
2042-08-06,11254,0.79,1980,2752,2029,2414,2627,3308,3854,4403,3935,4723
2042-08-07,10144,1.86,1992,2616,2761,3320,2921,3567,3369,4018,3843,4224
2042-08-08,9099,0.44,2376,3267,2825,3456,2501,2763,3452,3827,4457,4917
2042-08-09,11385,0.59,2279,3022,2505,2995,3158,3449,3429,4012,4377,4958
2042-08-10,10232,3.4,2165,2831,2480,2764,3245,3847,3260,3864,3890,4412
2042-08-11,10003,0.82,1956,2278,2743,3510,2555,3004,3800,4082,3798,4414
2042-08-12,10213,1.34,1878,2139,2317,3071,2914,3254,3373,3743,4029,4512
2042-08-13,8715,0.17,1992,2513,2826,3395,2972,3663,3188,3552,3784,4230
2042-08-14,9366,0.3,1833,2360,2588,2933,3206,3624,4012,4329,4462,4724
2042-08-15,10004,0.05,1789,1917,2028,2967,3123,3726,3431,4191,3931,4842
2042-08-16,9766,0.83,1976,2326,3054,3845,2875,3569,3481,4024,4529,5064
2042-08-17,11526,6.75,1736,2360,2555,2936,2575,2932,3327,3937,3699,4175
2042-08-18,10260,3.11,1754,1978,2398,2507,3000,3508,3155,4346,3686,3799
2042-08-19,11025,1.5,2286,2941,2549,3044,2961,3722,3052,3294,4022,4724
2042-08-20,10011,2.96,1586,2010,2284,2678,2753,2942,3759,4381,4049,4520
2042-08-21,11267,1.35,1688,2192,2454,2698,3635,4160,3330,3482,3993,4753
2042-08-22,10477,0.69,2381,2748,2736,3317,3051,3702,2866,3198,3757,4065
2042-08-23,10016,0.29,1882,2507,2706,3309,2805,3194,3254,3894,3934,4456
2042-08-24,9984,1.59,2412,3093,2685,3268,2832,3585,3414,3766,3850,4464
2042-08-25,8854,0.32,1649,2134,2319,2837,3249,3731,3277,4002,3505,3979
2042-08-26,10608,0.81,2022,2638,2241,2380,3356,4112,3649,3974,3840,4061
2042-08-27,9951,2.62,2231,2660,2616,3351,3185,3707,3373,4059,3907,4267
2042-08-28,9397,0.21,1728,2647,2731,3146,3304,3611,3757,4571,3548,3793
2042-08-29,11327,0.21,2502,2882,2280,2941,2628,3152,3759,4257,4266,4838
2042-08-30,8499,0.38,1882,2415,2431,2673,2986,3532,3198,3815,4507,4891
2042-08-31,9493,1.2,2152,2835,2617,3344,2654,2923,3281,3963,4011,4187
2042-09-01,11233,0.43,1796,2470,2471,2979,3241,4036,3816,4648,3595,3916
2042-09-02,10378,1.05,2447,2609,2847,3126,3269,3931,3585,4000,3933,4553
2042-09-03,9942,0.54,2091,2562,2107,2420,2703,3071,3708,4286,3957,4198
2042-09-04,10301,1.06,2629,3167,2064,2397,2820,3255,3709,4871,4065,4666
2042-09-05,10215,0.49,2353,2659,2828,3007,2710,3313,3295,3855,4542,4860
2042-09-06,8180,5.87,2251,2631,2685,2856,3067,3844,4248,4910,3676,4147
2042-09-07,9580,1.02,1713,2495,2527,2898,2969,3459,3795,4465,4096,4753
2042-09-08,11939,2.04,2025,2338,2399,3010,3011,3639,3372,3848,4242,4667
2042-09-09,9208,1.81,1904,2115,2641,3152,2901,3404,3810,3964,4227,4550
2042-09-10,9618,1.01,2007,2926,2556,3111,3549,4396,3465,4115,4333,5002
2042-09-11,9350,0.41,2044,2660,2589,3270,3287,3749,3536,3782,3999,4256
2042-09-12,9895,1.07,1729,2082,2479,2940,2956,3264,3314,3985,3993,4473
2042-09-13,9300,1.71,1953,2735,2660,3353,2540,3224,3233,3683,4054,4863
